date,crop,tmax_c,tmin_c,tmean_c,precip_mm,solar_mj,rh_pct,ws_ms,gdd_daily,gdd_cumulative,mean_ndvi,sensor,field_id,year
2024-03-29,Corn,15.559998,-2.6900024,5.710022,0.090026855,15.520898,74.349976,5.450012,2.78,34.62,,,osm-1360386537,2024
2024-03-30,Corn,11.0,-0.77001953,4.950012,0.049987793,20.377438,74.400024,5.460022,0.5,35.12,0.2256,landsat,osm-1360386537,2024
2024-03-31,Corn,8.27002,-0.22998047,3.5,0.44000244,5.2427516,80.54999,3.6900024,0.0,35.12,,,osm-1360386537,2024
2024-04-01,Corn,6.7800293,-0.42999268,3.0599976,10.159973,1.9621459,89.640015,6.409973,0.0,35.12,,,osm-1360386537,2024
2024-04-02,Corn,9.390015,0.4199829,4.330017,2.0200195,11.594016,75.369995,8.039978,0.0,35.12,,,osm-1360386537,2024
2024-04-03,Corn,11.25,-0.8300171,4.299988,0.05999756,22.685184,61.390015,11.219971,0.62,35.74,,,osm-1360386537,2024
2024-04-04,Corn,11.98999,-2.9099731,4.23999,0.0,23.857634,67.880005,6.080017,0.99,36.74,,,osm-1360386537,2024
2024-04-05,Corn,14.219971,-1.0700073,6.289978,0.0,22.553854,65.28998,3.619995,2.11,38.85,,,osm-1360386537,2024
2024-04-06,Corn,15.119995,0.52001953,7.799988,0.38000488,23.171618,58.25,10.469971,2.56,41.41,,,osm-1360386537,2024
2024-04-07,Corn,11.869995,3.6599731,7.340027,10.97998,3.7497623,84.83002,8.48999,0.93,42.34,,,osm-1360386537,2024
2024-04-08,Corn,14.559998,3.9299927,8.809998,0.76000977,11.390979,77.65997,6.4299927,2.28,44.62,,,osm-1360386537,2024
2024-04-09,Corn,17.049988,1.460022,9.390015,0.0,21.828098,69.380005,5.75,3.52,48.15,,,osm-1360386537,2024
2024-04-10,Corn,20.880005,4.619995,12.419983,0.5800171,18.607103,58.830017,5.080017,5.44,53.59,,,osm-1360386537,2024
2024-04-11,Corn,12.090027,4.669983,8.549988,1.6500244,11.619071,73.71002,8.820007,1.05,54.63,,,osm-1360386537,2024
2024-04-12,Corn,16.51001,2.5700073,9.929993,0.0,25.488865,60.76001,5.9799805,3.26,57.89,,,osm-1360386537,2024
2024-04-13,Corn,27.320007,4.4400024,16.0,0.010009766,23.35392,57.23999,7.039978,8.66,66.55,0.1025,sentinel,osm-1360386537,2024
2024-04-14,Corn,23.859985,9.27002,16.090027,0.0,25.169184,58.909973,5.299988,6.93,73.48,,,osm-1360386537,2024
2024-04-15,Corn,24.599976,6.909973,16.179993,0.0,25.176962,48.669983,6.2299805,7.3,80.78,0.2227,landsat,osm-1360386537,2024
2024-04-16,Corn,22.0,10.169983,14.320007,33.940002,8.225282,77.29999,9.5,6.08,86.86,,,osm-1360386537,2024
2024-04-17,Corn,17.98999,7.73999,11.640015,0.5700073,16.916254,69.900024,8.150024,3.99,90.86,,,osm-1360386537,2024
2024-04-18,Corn,12.650024,1.3599854,7.549988,11.47998,18.447266,62.22998,6.6799927,1.33,92.18,,,osm-1360386537,2024
2024-04-19,Corn,8.090027,-1.289978,3.119995,0.010009766,21.758114,52.96997,8.919983,0.0,92.18,,,osm-1360386537,2024
2024-04-20,Corn,9.559998,-2.9000244,2.9500122,0.0,15.545087,61.340027,6.289978,0.0,92.18,,,osm-1360386537,2024
2024-04-21,Corn,16.289978,-2.6099854,7.1799927,0.0,27.086401,54.539978,4.5300293,3.14,95.33,,,osm-1360386537,2024
2024-04-22,Corn,19.200012,2.8599854,10.48999,0.049987793,16.314915,60.53003,7.700012,4.6,99.93,,,osm-1360386537,2024
2024-04-23,Corn,16.109985,5.3200073,10.549988,0.010009766,21.689856,63.119995,7.0200195,3.05,102.98,,,osm-1360386537,2024
2024-04-24,Corn,17.940002,1.6799927,10.190002,0.0,26.92224,63.73999,2.5300293,3.97,106.95,,,osm-1360386537,2024
2024-04-25,Corn,20.26001,7.23999,13.23999,0.7199707,22.927969,60.419983,7.450012,5.13,112.08,,,osm-1360386537,2024
2024-04-26,Corn,15.77002,8.690002,11.330017,17.140015,6.48,84.19,10.369995,2.89,114.97,,,osm-1360386537,2024
2024-04-27,Corn,20.47998,10.210022,14.799988,0.13000488,8.332417,74.95001,5.7299805,5.35,120.31,,,osm-1360386537,2024
2024-04-28,Corn,16.820007,9.26001,11.789978,21.0,5.2401624,87.73999,6.289978,3.41,123.72,,,osm-1360386537,2024
2024-04-29,Corn,13.460022,4.9799805,9.159973,0.64001465,9.921313,75.59003,6.23999,1.73,125.45,,,osm-1360386537,2024
2024-04-30,Corn,23.429993,3.8599854,13.880005,15.369995,12.475298,74.380005,5.880005,6.71,132.17,,,osm-1360386537,2024
2024-05-01,Corn,18.950012,5.7299805,12.539978,5.8200073,18.4464,62.059998,4.9699707,4.48,136.64,,,osm-1360386537,2024
2024-05-02,Corn,15.320007,7.3599854,11.200012,29.840027,10.615103,82.75,4.789978,2.66,139.3,,,osm-1360386537,2024
2024-05-03,Corn,21.880005,5.2199707,14.280029,0.0,23.689152,60.039978,4.1400146,5.94,145.24,,,osm-1360386537,2024
2024-05-04,Corn,16.830017,3.289978,10.440002,16.98999,16.104097,73.77002,6.210022,3.42,148.66,,,osm-1360386537,2024
2024-05-05,Corn,19.580017,4.6500244,12.48999,0.0,27.895103,63.630005,3.039978,4.79,153.45,,,osm-1360386537,2024
2024-05-06,Corn,23.190002,8.330017,16.440002,2.9400024,18.353086,71.98999,8.849976,6.6,160.05,,,osm-1360386537,2024
2024-05-07,Corn,20.53003,11.73999,16.23999,23.059998,25.021439,67.01001,6.840027,6.14,166.18,,,osm-1360386537,2024
2024-05-08,Corn,18.609985,8.26001,14.030029,11.109985,18.712515,77.41998,3.789978,4.3,170.49,,,osm-1360386537,2024
2024-05-09,Corn,17.570007,9.390015,13.299988,1.5800171,19.117731,80.19,4.909973,3.79,174.27,,,osm-1360386537,2024
2024-05-10,Corn,23.630005,7.4799805,15.02002,0.05999756,25.477633,62.609985,5.090027,6.82,181.09,,,osm-1360386537,2024
2024-05-11,Corn,24.51001,7.2199707,16.380005,0.0,29.003616,60.109985,3.7299805,7.26,188.34,,,osm-1360386537,2024
2024-05-12,Corn,29.039978,11.859985,20.390015,0.55999756,23.657185,65.02002,4.7199707,10.45,198.79,,,osm-1360386537,2024
2024-05-13,Corn,22.070007,11.190002,16.46997,0.010009766,18.549217,66.82001,4.26001,6.63,205.42,,,osm-1360386537,2024
2024-05-14,Corn,22.599976,7.9000244,15.450012,0.0,27.67738,72.46002,4.4400024,6.3,211.72,,,osm-1360386537,2024
2024-05-15,Corn,21.73999,10.640015,16.340027,6.9400024,15.545087,81.849976,4.4799805,6.19,217.91,,,osm-1360386537,2024
2024-05-16,Corn,22.309998,10.5,16.820007,1.2800293,20.911396,71.90997,4.159973,6.4,224.32,,,osm-1360386537,2024
2024-05-17,Corn,27.549988,12.130005,19.77002,0.2999878,24.635233,66.09003,6.26001,9.84,234.15,,,osm-1360386537,2024
2024-05-18,Corn,26.200012,11.960022,19.820007,0.0,28.6632,65.109985,6.9400024,9.08,243.24,,,osm-1360386537,2024
2024-05-19,Corn,21.51001,9.299988,15.859985,2.1099854,9.329471,67.78998,3.960022,5.76,248.99,,,osm-1360386537,2024
2024-05-20,Corn,27.210022,15.130005,21.46997,5.049988,25.579584,81.46997,2.6400146,11.17,260.16,,,osm-1360386537,2024
2024-05-21,Corn,26.299988,10.109985,18.679993,45.359985,7.845984,86.77002,8.409973,8.2,268.37,,,osm-1360386537,2024
2024-05-22,Corn,21.96997,8.289978,15.400024,0.38000488,27.845856,66.09003,7.1400146,5.98,274.35,,,osm-1360386537,2024
2024-05-23,Corn,25.679993,12.059998,18.919983,0.10998535,29.107298,66.630005,5.2299805,8.87,283.22,0.126,sentinel,osm-1360386537,2024
2024-05-24,Corn,21.840027,8.530029,16.700012,15.450012,23.399714,70.140015,8.049988,5.92,289.14,,,osm-1360386537,2024
2024-05-25,Corn,21.669983,7.549988,15.76001,0.099975586,20.607265,69.369995,4.8900146,5.83,294.98,,,osm-1360386537,2024
2024-05-26,Corn,21.349976,12.309998,16.25,3.7399902,19.065887,81.15997,3.9299927,6.83,301.8,,,osm-1360386537,2024
2024-05-27,Corn,21.5,10.919983,16.130005,5.51001,22.977217,75.609985,5.01001,6.21,308.01,,,osm-1360386537,2024
2024-05-28,Corn,19.25,8.809998,14.169983,1.1199951,24.711266,76.16998,4.590027,4.62,312.64,,,osm-1360386537,2024
2024-05-29,Corn,22.460022,7.5300293,15.72998,0.0,30.819746,69.140015,2.669983,6.23,318.87,,,osm-1360386537,2024
2024-05-30,Corn,25.27002,11.099976,18.559998,2.4699707,23.316769,73.32001,6.700012,8.18,327.05,,,osm-1360386537,2024
2024-05-31,Corn,22.140015,16.52002,18.940002,31.669983,9.291454,86.04999,3.3900146,9.33,336.39,,,osm-1360386537,2024
2024-06-01,Corn,23.840027,15.169983,19.46997,1.0,22.608288,70.859985,2.960022,9.51,345.89,,,osm-1360386537,2024
2024-06-02,Corn,22.869995,13.080017,19.130005,5.25,19.16093,79.96002,6.1400146,7.98,353.87,,,osm-1360386537,2024
2024-06-03,Corn,28.23999,19.369995,23.140015,1.8200073,27.45792,77.71002,4.130005,13.8,367.67,,,osm-1360386537,2024
2024-06-04,Corn,27.359985,12.109985,20.640015,17.75,17.850239,84.03998,5.1799927,9.73,377.4,,,osm-1360386537,2024
2024-06-05,Corn,24.859985,10.700012,18.159973,0.15002441,21.500639,66.98999,6.299988,7.78,385.18,,,osm-1360386537,2024
2024-06-06,Corn,22.96997,11.25,17.26001,0.0,31.634499,60.960022,7.6500244,7.11,392.29,,,osm-1360386537,2024
2024-06-07,Corn,24.73999,10.570007,17.460022,3.0300293,18.892221,68.0,3.4500122,7.65,399.95,,,osm-1360386537,2024
2024-06-08,Corn,23.25,13.630005,18.169983,1.039978,27.296352,70.71002,4.039978,8.44,408.39,,,osm-1360386537,2024
2024-06-09,Corn,23.97998,11.5,17.859985,0.039978027,30.104353,64.69,5.580017,7.74,416.13,,,osm-1360386537,2024
2024-06-10,Corn,23.21997,10.0,17.01001,0.0,28.554337,72.23999,2.6400146,6.61,422.74,,,osm-1360386537,2024
2024-06-11,Corn,28.01001,13.549988,20.47998,0.55999756,28.327103,69.16998,5.0599976,10.78,433.52,,,osm-1360386537,2024
2024-06-12,Corn,28.549988,16.359985,23.330017,6.299988,17.277407,74.20001,5.380005,12.45,445.97,,,osm-1360386537,2024
2024-06-13,Corn,27.200012,16.369995,22.309998,2.1400146,18.868898,72.01001,4.669983,11.79,457.76,,,osm-1360386537,2024
2024-06-14,Corn,26.78003,12.710022,20.429993,0.010009766,28.268353,65.640015,3.460022,9.75,467.5,,,osm-1360386537,2024
2024-06-15,Corn,24.830017,16.71997,20.789978,17.859985,10.275552,80.01001,6.6799927,10.77,478.28,,,osm-1360386537,2024
2024-06-16,Corn,30.820007,21.72998,25.78003,16.28003,27.180578,82.27002,6.169983,15.86,494.14,,,osm-1360386537,2024
2024-06-17,Corn,28.679993,20.940002,23.840027,19.080017,10.557217,88.78998,3.8400269,14.81,508.95,,,osm-1360386537,2024
2024-06-18,Corn,28.25,17.590027,24.099976,12.73999,15.395617,87.619995,8.460022,12.92,521.87,,,osm-1360386537,2024
2024-06-19,Corn,21.179993,15.190002,18.0,2.3200073,18.646849,78.07001,3.9000244,8.18,530.06,,,osm-1360386537,2024
2024-06-20,Corn,21.26001,14.75,18.52002,27.109985,10.420703,89.890015,2.5900269,8.01,538.06,,,osm-1360386537,2024
2024-06-21,Corn,29.330017,18.330017,24.52002,25.359985,15.35587,86.03003,2.7000122,13.83,551.89,,,osm-1360386537,2024
2024-06-22,Corn,27.880005,18.099976,24.119995,60.390015,13.483584,87.48999,5.2700195,12.99,564.88,,,osm-1360386537,2024
2024-06-23,Corn,27.96997,15.640015,22.77002,0.3499756,27.190083,78.04999,2.5499878,11.8,576.69,,,osm-1360386537,2024
2024-06-24,Corn,31.080017,20.409973,26.26001,2.1500244,25.93987,83.859985,6.0700073,15.2,591.89,,,osm-1360386537,2024
2024-06-25,Corn,29.22998,19.909973,24.700012,0.5800171,25.345438,77.859985,4.450012,14.57,606.46,,,osm-1360386537,2024
2024-06-26,Corn,25.940002,16.830017,21.570007,0.27001953,29.420065,76.359985,3.9500122,11.39,617.85,0.8108,landsat,osm-1360386537,2024
2024-06-27,Corn,24.78003,13.98999,19.809998,10.590027,11.869633,88.0,4.210022,9.39,627.23,,,osm-1360386537,2024
2024-06-28,Corn,26.630005,18.119995,21.799988,24.820007,9.780481,90.09003,6.48999,12.38,639.61,,,osm-1360386537,2024
2024-06-29,Corn,21.289978,12.210022,18.109985,0.010009766,25.502687,76.82001,5.700012,6.75,646.36,,,osm-1360386537,2024
2024-06-30,Corn,22.289978,9.460022,16.619995,0.0,31.169666,72.51001,2.869995,6.14,652.5,,,osm-1360386537,2024
2024-07-01,Corn,20.23999,13.429993,17.119995,5.1400146,15.538178,76.82001,7.159973,6.83,659.34,,,osm-1360386537,2024
2024-07-02,Corn,24.450012,14.580017,19.340027,17.830017,8.6702385,89.130005,3.9400024,9.52,668.85,,,osm-1360386537,2024
2024-07-03,Corn,28.080017,15.51001,22.340027,1.6699829,27.908066,76.82001,4.01001,11.8,680.65,,,osm-1360386537,2024
2024-07-04,Corn,25.710022,16.400024,21.27002,20.0,15.434498,84.79999,4.419983,11.06,691.7,,,osm-1360386537,2024
2024-07-05,Corn,23.080017,15.75,19.46997,0.85998535,22.352547,81.40997,4.880005,9.42,701.12,,,osm-1360386537,2024
2024-07-06,Corn,24.98999,15.880005,20.78003,4.5,22.926239,79.46997,2.0200195,10.43,711.55,,,osm-1360386537,2024
2024-07-07,Corn,25.72998,15.030029,21.330017,3.75,25.163136,79.67999,2.2800293,10.38,721.93,,,osm-1360386537,2024
2024-07-08,Corn,25.5,15.960022,21.619995,0.4699707,26.853119,76.890015,2.669983,10.73,732.67,,,osm-1360386537,2024
2024-07-09,Corn,27.869995,16.890015,23.099976,1.539978,25.354946,71.19,1.8099976,12.38,745.05,,,osm-1360386537,2024
2024-07-10,Corn,24.820007,17.01001,20.840027,11.119995,19.67933,83.380005,2.580017,10.92,755.96,,,osm-1360386537,2024
2024-07-11,Corn,28.309998,16.01001,22.669983,0.0,27.2808,76.96997,2.0300293,12.16,768.12,,,osm-1360386537,2024
2024-07-12,Corn,27.76001,17.0,23.080017,0.039978027,27.762049,84.150024,4.6400146,12.38,780.5,0.8609,landsat,osm-1360386537,2024
2024-07-13,Corn,29.659973,20.809998,25.330017,0.38000488,22.801823,87.26001,3.4799805,15.23,795.74,,,osm-1360386537,2024
2024-07-14,Corn,30.359985,20.799988,25.590027,0.32000732,23.26147,85.66998,2.8200073,15.4,811.14,,,osm-1360386537,2024
2024-07-15,Corn,30.580017,19.25,24.669983,2.6400146,14.592962,86.76001,4.159973,14.62,825.76,,,osm-1360386537,2024
2024-07-16,Corn,25.349976,16.330017,20.909973,0.070007324,23.606207,80.17999,3.4500122,10.84,836.6,,,osm-1360386537,2024
2024-07-17,Corn,22.330017,14.710022,18.659973,0.0,27.494205,75.95001,3.960022,8.52,845.12,,,osm-1360386537,2024
2024-07-18,Corn,23.820007,14.659973,19.309998,0.0,27.132195,70.26001,1.4699707,9.24,854.36,,,osm-1360386537,2024
2024-07-19,Corn,25.330017,13.650024,19.940002,0.15997314,14.712194,78.54999,3.830017,9.49,863.85,,,osm-1360386537,2024
2024-07-20,Corn,24.710022,16.23999,21.080017,3.7600098,16.266531,82.27002,2.2999878,10.48,874.33,,,osm-1360386537,2024
2024-07-21,Corn,25.0,16.349976,21.349976,1.9099731,19.941984,81.75,1.3599854,10.67,885.0,,,osm-1360386537,2024
2024-07-22,Corn,26.700012,17.299988,22.46997,2.4500122,23.658915,82.099976,1.8099976,12.0,897.0,,,osm-1360386537,2024
2024-07-23,Corn,27.03003,18.679993,22.650024,1.3499756,16.019423,85.92999,2.5700073,12.86,909.86,,,osm-1360386537,2024
2024-07-24,Corn,25.51001,18.0,21.309998,4.289978,15.854401,87.09003,2.7800293,11.76,921.61,,,osm-1360386537,2024
2024-07-25,Corn,26.650024,15.440002,21.429993,0.010009766,21.682947,86.25,3.9299927,11.05,932.66,,,osm-1360386537,2024
2024-07-26,Corn,30.119995,18.02002,24.169983,0.049987793,19.655136,82.95001,5.200012,14.01,946.67,,,osm-1360386537,2024
2024-07-27,Corn,30.369995,20.570007,25.090027,0.0,23.676195,77.95001,5.73999,15.29,961.95,0.5513,sentinel,osm-1360386537,2024
2024-07-28,Corn,29.48999,18.140015,24.03003,3.1400146,23.475746,80.34003,4.6900024,13.82,975.77,,,osm-1360386537,2024
2024-07-29,Corn,28.650024,21.02002,24.890015,2.3499756,24.422688,83.390015,2.0499878,14.84,990.6,,,osm-1360386537,2024
2024-07-30,Corn,29.690002,20.919983,25.46997,0.39001465,19.648222,83.33002,2.3499756,15.3,1005.91,,,osm-1360386537,2024
2024-07-31,Corn,30.090027,22.900024,26.090027,15.679993,22.582369,90.66998,3.460022,16.45,1022.36,,,osm-1360386537,2024
2024-08-01,Corn,25.450012,20.070007,23.0,12.98999,21.624195,87.84003,3.0,12.76,1035.12,,,osm-1360386537,2024
2024-08-02,Corn,30.179993,17.53003,24.150024,0.0,27.318817,80.08002,3.2299805,13.77,1048.88,,,osm-1360386537,2024
2024-08-03,Corn,30.059998,18.409973,24.580017,0.070007324,26.306206,77.619995,2.210022,14.2,1063.09,,,osm-1360386537,2024
2024-08-04,Corn,27.929993,19.039978,23.859985,0.89001465,9.650882,86.70001,2.6900024,13.48,1076.57,,,osm-1360386537,2024
2024-08-05,Corn,31.849976,16.700012,24.820007,9.030029,15.589151,83.900024,4.3099976,13.35,1089.92,,,osm-1360386537,2024
2024-08-06,Corn,22.570007,13.669983,18.21997,0.22998047,22.47264,76.56,4.7800293,8.12,1098.04,,,osm-1360386537,2024
2024-08-07,Corn,25.349976,13.48999,20.25,0.030029297,17.535746,75.53003,2.5999756,9.42,1107.46,,,osm-1360386537,2024
2024-08-08,Corn,20.650024,12.51001,17.570007,0.020019531,24.935904,74.03998,5.3599854,6.58,1114.04,,,osm-1360386537,2024
2024-08-09,Corn,20.049988,10.409973,15.219971,0.0,23.383297,73.97998,5.0200195,5.23,1119.27,,,osm-1360386537,2024
2024-08-10,Corn,21.909973,9.809998,16.460022,0.0,25.538979,71.28003,3.4699707,5.95,1125.23,,,osm-1360386537,2024
2024-08-11,Corn,25.080017,13.22998,19.309998,0.97998047,21.008163,69.81,1.710022,9.15,1134.38,,,osm-1360386537,2024
2024-08-12,Corn,23.119995,15.669983,18.880005,1.0200195,14.940287,82.40997,2.1900024,9.39,1143.78,,,osm-1360386537,2024
2024-08-13,Corn,24.98999,14.309998,20.169983,0.08001709,18.357407,81.75,3.0999756,9.65,1153.43,,,osm-1360386537,2024
2024-08-14,Corn,22.25,17.01001,19.27002,21.890015,5.5321946,89.40997,5.880005,9.63,1163.06,,,osm-1360386537,2024
2024-08-15,Corn,26.619995,18.320007,21.890015,2.289978,19.98778,87.07001,4.460022,12.47,1175.53,,,osm-1360386537,2024
2024-08-16,Corn,24.950012,17.51001,21.26001,1.1900024,13.4317465,84.92999,6.26001,11.23,1186.76,,,osm-1360386537,2024
2024-08-17,Corn,24.76001,16.900024,20.619995,0.28997803,15.29453,85.71002,4.9799805,10.83,1197.59,,,osm-1360386537,2024
2024-08-18,Corn,26.940002,15.929993,21.650024,0.0,22.309347,81.849976,2.4799805,11.43,1209.02,,,osm-1360386537,2024
2024-08-19,Corn,24.96997,15.369995,20.27002,0.0,23.965633,74.400024,2.3400269,10.17,1219.19,,,osm-1360386537,2024
2024-08-20,Corn,22.799988,15.789978,19.02002,1.5599976,9.544605,78.46002,2.4500122,9.29,1228.49,,,osm-1360386537,2024
2024-08-21,Corn,24.52002,14.840027,18.98999,0.27001953,21.703682,80.81,4.3200073,9.68,1238.17,0.8543,landsat,osm-1360386537,2024
2024-08-22,Corn,24.73999,13.669983,18.72998,0.0,16.081633,65.26001,5.630005,9.2,1247.37,,,osm-1360386537,2024
2024-08-23,Corn,27.710022,14.859985,20.679993,0.049987793,19.073666,63.580017,4.4000244,11.29,1258.66,,,osm-1360386537,2024
2024-08-24,Corn,28.73999,15.219971,22.340027,0.0,19.179935,73.84003,4.2700195,11.98,1270.64,,,osm-1360386537,2024
2024-08-25,Corn,30.849976,22.150024,26.169983,0.05999756,15.64013,86.46997,3.5900269,16.08,1286.71,,,osm-1360386537,2024
2024-08-26,Corn,32.27002,21.900024,27.52002,1.9500122,21.823778,80.48999,1.4099731,15.95,1302.66,,,osm-1360386537,2024
2024-08-27,Corn,26.46997,18.340027,22.869995,1.3099976,13.909535,85.27002,3.0900269,12.4,1315.07,,,osm-1360386537,2024
2024-08-28,Corn,27.840027,16.900024,22.48999,0.27001953,21.384,80.72998,2.3499756,12.37,1327.44,,,osm-1360386537,2024
2024-08-29,Corn,28.659973,17.679993,23.909973,21.070007,13.441249,86.66998,4.6099854,13.17,1340.61,,,osm-1360386537,2024
2024-08-30,Corn,24.679993,15.390015,19.349976,4.0599976,22.765535,75.08002,3.330017,10.04,1350.64,,,osm-1360386537,2024
2024-08-31,Corn,27.140015,13.179993,20.289978,0.0,23.131006,70.82001,4.2700195,10.16,1360.8,0.5591,sentinel,osm-1360386537,2024
2024-09-01,Corn,21.830017,12.549988,16.98999,0.0,23.8896,70.98999,3.9299927,7.19,1367.99,,,osm-1360386537,2024
2024-09-02,Corn,22.869995,10.830017,16.77002,0.0,22.265282,66.22998,2.9699707,6.85,1374.84,,,osm-1360386537,2024
2024-09-03,Corn,25.210022,11.559998,17.890015,0.0,23.468834,59.590027,5.5999756,8.39,1383.23,,,osm-1360386537,2024
2024-09-04,Corn,27.650024,11.700012,19.900024,0.0,22.545218,60.76001,6.080017,9.68,1392.9,,,osm-1360386537,2024
2024-09-05,Corn,24.130005,13.349976,19.22998,1.5100098,18.70733,73.91998,4.950012,8.74,1401.64,,,osm-1360386537,2024
2024-09-06,Corn,20.77002,9.659973,15.030029,0.539978,19.599838,71.77002,3.9299927,5.39,1407.03,,,osm-1360386537,2024
2024-09-07,Corn,21.869995,7.76001,14.900024,0.0,20.725634,69.75,1.9500122,5.93,1412.96,,,osm-1360386537,2024
2024-09-08,Corn,24.309998,9.059998,16.460022,0.0,20.259935,62.97998,4.049988,7.15,1420.12,,,osm-1360386537,2024
2024-09-09,Corn,28.119995,11.070007,19.320007,0.0,19.65427,57.539978,4.7800293,9.6,1429.71,,,osm-1360386537,2024
2024-09-10,Corn,28.369995,14.820007,20.559998,0.010009766,11.385795,51.28003,6.9000244,11.6,1441.31,,,osm-1360386537,2024
2024-09-11,Corn,30.03003,13.869995,20.820007,0.070007324,19.293983,51.049988,4.409973,11.93,1453.24,,,osm-1360386537,2024
2024-09-12,Corn,28.22998,14.630005,20.609985,0.0,18.292606,58.73999,4.6900024,11.43,1464.67,,,osm-1360386537,2024
2024-09-13,Corn,26.97998,14.340027,19.659973,0.0,18.044638,63.059998,4.1900024,10.66,1475.33,,,osm-1360386537,2024
2024-09-14,Corn,26.27002,15.690002,20.77002,0.72998047,10.126081,77.83002,2.8200073,10.98,1486.31,,,osm-1360386537,2024
2024-09-15,Corn,30.169983,17.02002,23.48999,0.030029297,18.259779,73.76001,3.789978,13.51,1499.82,,,osm-1360386537,2024
2024-09-16,Corn,29.73999,18.400024,23.559998,0.42999268,17.71373,61.700012,4.3599854,14.07,1513.89,,,osm-1360386537,2024
2024-09-17,Corn,29.340027,19.71997,23.059998,0.17999268,14.438303,63.21997,5.7800293,14.53,1528.42,,,osm-1360386537,2024
